Artist,Lyrics,Key,Genre,Music,Song,Title,Guitar,Visits
Chandana Liyanarachchi,Nihal Gamhewa,Bb Major | Beat,Old Pops,Nihal Gamhewa,ලියතඹරා මල ඔබද ලදේ මා වසගයක් කෙරූ විෂ බදුනක් ගෙන මදුවිතය කියා මා ගත සනසාලූ අවිහංසක දෑසේ කදුලැල් දැක මා ගැනවත් නොසිතා මිතුරන් කීවත් නාසා ඔබ ගැන සහසක් පැතුම් පතා පුදදුන් සෙනෙහස එතනම මියැදී මා වූවාද මුලා කෙනෙක් ඇසුරුකර තවකෙක් පතනා ඔබ යයි මගක මුලා සුපිපුන හදමල් මෙලෙසින් සිදබිද යන්නේ ඇයිද පෙලා මෙතුවක් බැදි සෙනෙහස නාමෙන් හෝ ඔබ වෙතට දෙමි සමා...,liyathambara-mala-,INTRO/INTER |Eb | - |Bb | - | |Bb |Ab |Eb |Bb | |Bb | - |Eb | - | |Bb |Eb |Bb | - | |Bb |Ab | - |Bb | CHORUS Bb Bb7 Eb Fm Bb Bb Eb Bb Fm Bb VERSE 1 Fm Bb Fm Bb Fm Bb Fm Bb Fm Bb Fm Bb F Ab Bb Eb Bb Back To Chorus VERSE 2 Fm Bb Fm Bb Fm Bb Fm Bb Fm Bb Fm Bb F Ab Bb Eb Bb Back To Chorus,213
Lalith Ponnamperuma,Nihal Gamhewa,A Major | Beat,"Old Pops, Request",Nihal Gamhewa,ඔබේ සිනා මල් පිපි මහාදේ ලැගුම් ගනී ඇත සොඳුරු පැතුම් සිත මවා සද කැන් වැස්සේ සෙනෙහෙ ගලන්නේ තුටු කඳුලු ගලාවී මා විකසිත වේවී පාළු ලොවේ මා තනියෙන් ඉදිනා වෙලේ සුර ලෝකයේ දිව්‍යාංගනා එලෙසේ දකිම් තිබු ආදරෙන් මෙසේ හිදිම් මා ලඟින් ජීවිතයේ මැව් සිහිනේ සතුටේ සුවේ බැදි ආදරෙන් ඉන්නම් කියා දිවුරා මාගේ නලලේ තියා පැවසූ වදන් සිත මැවේ,obe-sina-mal-pipi,INTRO/INTER | A | - | - | G | |Em | A | - | - | | D | - | A | - | |Em | G | A | - | CHORUS A Bm Em G A A C#m Bm G A G A VERSE 1 A D Bm A|Bm|A Bm G A Bm G A Bm G A Back To Chorus VERSE 2 A D Bm A|Bm|A Bm G A Bm G A Bm G A Back To Chorus,518
Chandana Liyanarachchi,Nihal Gamhewa,G Major | Beat,Old Pops,Nihal Gamhewa,පෙම් පණිවිඩයේ කදුලැල්ල ගෙනා ඒ රාවෙ ඇසී හද ඉකිබින්දා ඈ සොයා යන්නදෝ වේදනා වේදනා රෑ සද එළියේ පිපුන සමන් මල් පෙති විසිරී පරව ගියා දෙතනක තනියෙන් හිදින හැටි බලා කම්පා වී සද ගිලුනා අදුරු උනා දූතයක් මගින් එව්වේ ඇයි ඔබ මා හමුවේ වත සගවා මා හඩ වන්නට ඔය සිත දරුණුද නොසිතු ලෙසින් සමු ගත් දා වෙන් කෙරුණා,pem-paniwidaye,INTRO/INTER || G | + | F | + | |Dm | + | G | + || || F | - | G | - || CHORUS G Dm G Dm C Am F G VERSE 1 F G F G F G Cm G F G F G Back To Chorus VERSE 2 F G F G F G Cm G F G F G Back To Chorus,602
Chandana Liyanarachchi,Nihal Gamhewa,F minor | Beat,Old Pops,Nihal Gamhewa,පොල් රුප්පාවේ දඟ කළ සෙල්ලම් සුළඟේ පාවී සිතට දැනේ පිටගම් යනදා එය සිහිවෙනවා හීන් සැරේ ඔබ මා අමතක කරදා මායාවක්‌දෝ බැඳුණු සිතුම් ගිනිදැල්වේ හද සෙනෙහෙ පැතුම් රෑ රැහැයි හඬේ දුක්‌ ගීත රාවයේ// සවනේ වැකුනේ ගොළුවූ හඬක්‌ ලෙසින් මායාවක්‌දෝ බැඳුණු සිතුම් ගිනිදැල්වේ හද සෙනෙහෙ පැතුම් ඈත ගුරු පාරේ පියමන් සලායන්නේ// කඳුළින් පිරිලා දෙනුවන් වැසී යාදෝ මායාවක්‌දෝ බැඳුණු සිතුම් ගිනිදැල්වේ හද සෙනෙහෙ පැතුම්,polruppawe-,INTRO ||Csus|Db |Csus|Fm | |Eb | - |Eb/Fm |- || CHORUS Cm Fm Eb Fm Bb Gm Eb Cm Eb Eb Cm Eb Fm|Db| Cm Fm Eb Cm Eb Fm/Eb Fm INTER |Fm | - |Eb | - | |Eb | - |Fm/Eb|Fm | ||Csus|Cm|Eb |Eb/Fm|| VERSE 1 Ab Bb Cm Fm Gm Fm Eb Ab|Cm Eb Fm|Db Cm Fm Eb Cm Eb Fm/Eb Fm Back To Chorus VERSE 2 Ab Bb Cm Fm Gm Fm Eb Ab|Cm Eb Fm|Db Cm Fm Eb Cm Eb Fm/Eb Fm Back To Chorus,261
Chandana Liyanarachchi,Nihal Gamhewa,F Major | Beat,Old Pops,Nihal Gamhewa,සිත පරව ගියා වත මිලින වුණා කඳුළින් දෑස තෙමා ඔබ හඳුනාගනු කෙලෙසේ // මොහොතක මා සිත පිනවයි යළි මා එලෙසින් රිදවයි මුසා බසින් මා රැවටී යාදෝ සිතු දේ නොම වේ පැතුම් මැවේ වසන්තයක් යළි ඒදෝ කතරක මා තනි වේදෝ ම සිත සොරාගෙන වෙන් වී නොයන්න දුකෙහි සැපෙහි මා ඉන්නම්,sitha-parawa-giya-,INTRO |Eb | - | - | - | | F | - | - | - | |Gm |Bb | F | - | | + | + | + | + | CHORUS F Bb F Eb F INTER | F |F7 |Bb | - | |Eb | F |Bb | F | | F | - |Eb | - | | F | - |Cm | F | | F | - | VERSE 1 F Bb F F Bb Eb/F F7 Bb Eb F F F7 Bb Eb F Back To Chorus VERSE 2 F Bb F F Bb Eb/F F7 Bb Eb F F F7 Bb Eb F Back To Chorus,605
"Deepika Priyadarshani, Sunil Edirisinghe",Bandula Nanayakkarawasam,F major | Beat,Duets,Rohana Weerasingha,අහසයි ඔබ මට නිම් හිම් නොපෙනෙන හිනිමන් බදිනු බැරි පොළොවයි ඔබ මට තරුවක් විලසට රෑකල පතිත වෙමි ගඟේ වතුර නැ ඉහලට ගලා ගියේ අසනි හඩින් නැ කදුබිම් සසල වුනේ ගඟ කවදා හෝ මුවදොර හමුවෙනවා ලොව කැළඹුන දා කදුබිම් හැකිලෙනවා ‍අනාත සයුරක වැහිදිය දෝත ඔබයි අගාත අඳුරක දොල රන් සිළුව ඔබයි ඔබ මට ලඟ බව ඉදුරා මම දනිමි ඔබ වට කහවනු පවුරට මහ දුරකි,ahasai-oba-mata,INTRO/INTER | F | - |Am | - | |Dm | - |Bb | - | | C | A |Eo | - | | C | - |C7 | F | CHORUS F Dm F Bb C F G Bb C F VERSE 1 F Dm F C7 F F F|F7| Bb C G C7 F Back To Chorus VERSE 2 F Dm F C7 F F F|F7| Bb C G C7 F Back To Chorus,4123
Sunil Edirisinghe,Bandula Nanayakkarawasam,Ab major | Beat,Inspirational,Rohana Weerasingha,නිදුකාණනේ… නිදුකාණනේ යොමා බුදු නෙත කුළුණිනේ වඩිනු මැන නිදුකාණනේ // සිතෙන් සිතක රඳනා කෝප ගිනි උනුන් දවාලන අයුරු දකින්නට මුවින් මුවග ගලනා නාග විස උනුන් නසාලන අසිරි බලන්නට උනුන් නසාලන අසිරි බලන්නට නෙතින් නෙතක ගැටෙනා රාග සිත ලෙවන් නෙතින් පිසදා හරින්නට බියෙන් සැකෙන් නැගෙනා තාප ගිනි දයා දියෙන් සනහා නිවන්නට දයා දියෙන් සනහා නිවන්නට කාලයයි නිදුකාණනේ දීපයයි නිදුකාණනේ දේශයයි නිදුකාණනේ වඩිනු මැන නිදුකාණනේ,nidukanane,ADLIB Ab Fm Eb Ab INTRO |Ab | - | - | - | |Ab |Eb7|Ab | - | |Db | - |Ab | - | |Ab | - | CHORUS 1 Ab Ab7 Db Ab Eb Eb7 Ab INTER |Fo7| - | |Eb7|Ab |Db |Eb7| |Ab | - | - | - | |Ab | - | - | - | VERSE 1 Ab Db Ab Ab Db Ab Ab Db Ab Back To Chorus VERSE 2 Ab Db Ab Ab Db Ab Ab Db Ab CHORUS 2 Ab Db Eb Ab Ab Db Eb Ab Back To Chorus,2745
Sunil Edirisinghe,Bandula Nanayakkarawasam,G minor | Beat,Old Pops,Rohana Weerasingha,නිම් තෙරක් නොදුටු මේ ලෝකයේ රුදු සපුන් නිබඳ සරනා බිමේ // ඔබේ සිනා වත මගේ නවාතැන අරුණු විහිදුවාවී ජීවිතයේ රැල් නගා ගලන ගංගා දියේ මං වසා දමනු හැකිදෝ කෙසේ // සොයා සයුරු දිය හඹා ඇවිත් ගඟ සදා සැඟව යාවී සාගරයේ සිල් බිඳී මුවන් කැලඹූ වනේ බිම නොලා නෙලූ ඵල මාවතේ // සදා ඔබේ ගිම් බෙදාගනිම් මම් තැවුල් සැඟව යාවී මාරුතයේ,nim-therak,INTRO/INTER ||Gm/Eb | D/Gm || |Gm | - | F | - | |Gm/F|Gm/Cm|Gm|- | |Bb |Eb |Gm | + | CHORUS Gm F D7 Gm Gm Cm Gm D7 Gm VERSE 1 Gm F D7 Gm Gm Cm Gm D7 Gm Back To Chorus VERSE 2 Gm F D7 Gm Gm Cm Gm D7 Gm CHANGE KEY TO A minor Back To Chorus,625
Deepika Priyadarshani,Bandula Nanayakkarawasam,D minor | Beat,"Kids Songs, Movie Songs",Ananda Gamage,පහන තියා බුදු සාදුට හිමිදිරියේ හැමදා දෙන්නා ගෙදරින් එනවා ඇස් නොපෙනෙන අම්මා ගෙයි තනිකරලා කෝච්චියේ විරිදු කියන්නට එනවා අපි කෝච්චියේ විරිදු කියන්නට එනවා ඉගෙන ගන්න ආස උනත් ඉස්කොලේ පහු කරලා එන්නේ අපි ඒ දිහාව වත් නොබලා අම්මා රැක ගන්නේ අපි කවි කියලා බිං ගේ තුල කළුවර වී පුරුදු එළිය ළග එනාවා කොළඔට යන කාටත් තිසරණ පතලා මෙන් වැන්දා ජය ලැබෙන්නට අත් බැඳලා ඊලග නැවතුම ආවම බැහැලා යනවා නුවර බලා ඇත්නම් සතයක් දමන්න පිං සලකා අහිතක් නෑ කාසි නැතත් අපි යනවා,pahana-thiya-,INTRO/INTER ||Dm | F |Dm | - | |Dm |Am |Dm | - || CHORUS Dm C F Am Dm Dm C F C Am Dm F C Am Dm VERSE 1 Dm G Dm F C F C Am Dm Dm G Dm F C F C Am Dm Back To Chorus VERSE 2 Dm G Dm F C F C Am Dm Back To Chorus,477
Sunil Edirisinghe,Bandula Nanayakkarawasam,D minor | Beat,Classics,Rohana Weerasingha,රෑ වැඩ මුරය අවසන් වන කණිසමට නුඹෙ මුව පෙනෙයි පරවුණු කුසුමක් ලෙසට අරුණළු කැරලි වැටෙනා සඳ අළුයමට නුඹේ ලොවට රෑ වෙයි පෙර කල පවට තුන් තිස් පැයේ දෑඟිලි නිදි වරන්නේ නිල් එළියටයි පෙති ගෝමර දැවෙන්නේ මල් විය නොවෙද මේ දියකර හරින්නේ මැසිමද හිතද මහ හයියෙන් හඬන්නේ නුඹෙ කඳුලැලිද සයුරේ රළ නඟන්නේ හද සුසුමන්ද පවනක් වී හමන්නේ තනි නොතනියට හෙවනැල්ලද සිටින්නේ ඇඳුමද නුඹේ ජීවිතයද මහන්නේ,ra-weda-muraya,INTRO/INTER |Dm | - | - | - | |Em | - |Dm | - | | G |G7 | C |Dm | CHORUS Dm G G7 G G C Dm Dm G G7 Dm G Em Dm VERSE 1 Dm G C Dm Dm G Dm Em Dm Back To Chorus VERSE 2 Dm G C Dm Dm G Dm Em Dm Back To Chorus,615
Sunil Edirisinghe,Bandula Nanayakkarawasam,E minor | Beat,New Pop,Rohana Weerasingha,වියෝ වූ පසුවයි දැනෙන්නේ ප්‍රේමයේ අභිමන්.. හැඩූදා කඳුලයි දකින්නේ සිනාවේ සරදම් ඉවුරු දෑලේ හිද බැලූ විට ගඟ හැඩයි කදිමයි දියට වන් විට එවන් ගගුලම බිහිසුනුයි චණ්ඩයි හඳක් නැති දා අහස් තලයට තරුව දෙයි සැනසුම් පුන් පොහෝදා එවන් තරුවම ලබන්නේ ගැරහුම්,viyo-vu-pasuvayi,INTRO |Em | - | - | - | | G | - |Em | - | | G | - |Em | - | CHORUS Em C F Em Em G G Am G F G Em INTER |Em | - | G | - | |Am | - | F | - | | C |Am |Em | - | VERSE 1 G Em C Am Em G F G Em Back To Chorus VERSE 2 G Em C Am Em G F G Em Back To Chorus,631
"Deepika Priyadarshani, Sunil Edirisinghe",Bandula Nanayakkarawasam,F major | Beat,Duets,Rohana Weerasingha,අහසයි ඔබ මට නිම් හිම් නොපෙනෙන හිනිමන් බදිනු බැරි පොළොවයි ඔබ මට තරුවක් විලසට රෑකල පතිත වෙමි ගඟේ වතුර නැ ඉහලට ගලා ගියේ අසනි හඩින් නැ කදුබිම් සසල වුනේ ගඟ කවදා හෝ මුවදොර හමුවෙනවා ලොව කැළඹුන දා කදුබිම් හැකිලෙනවා ‍අනාත සයුරක වැහිදිය දෝත ඔබයි අගාත අඳුරක දොල රන් සිළුව ඔබයි ඔබ මට ලඟ බව ඉදුරා මම දනිමි ඔබ වට කහවනු පවුරට මහ දුරකි,ahasai-oba-mata,INTRO/INTER | F | - |Am | - | |Dm | - |Bb | - | | C | A |Eo | - | | C | - |C7 | F | CHORUS F Dm F Bb C F G Bb C F VERSE 1 F Dm F C7 F F F|F7| Bb C G C7 F Back To Chorus VERSE 2 F Dm F C7 F F F|F7| Bb C G C7 F Back To Chorus,4123
Sunil Edirisinghe,Bandula Nanayakkarawasam,Ab major | Beat,Inspirational,Rohana Weerasingha,නිදුකාණනේ… නිදුකාණනේ යොමා බුදු නෙත කුළුණිනේ වඩිනු මැන නිදුකාණනේ // සිතෙන් සිතක රඳනා කෝප ගිනි උනුන් දවාලන අයුරු දකින්නට මුවින් මුවග ගලනා නාග විස උනුන් නසාලන අසිරි බලන්නට උනුන් නසාලන අසිරි බලන්නට නෙතින් නෙතක ගැටෙනා රාග සිත ලෙවන් නෙතින් පිසදා හරින්නට බියෙන් සැකෙන් නැගෙනා තාප ගිනි දයා දියෙන් සනහා නිවන්නට දයා දියෙන් සනහා නිවන්නට කාලයයි නිදුකාණනේ දීපයයි නිදුකාණනේ දේශයයි නිදුකාණනේ වඩිනු මැන නිදුකාණනේ,nidukanane,ADLIB Ab Fm Eb Ab INTRO |Ab | - | - | - | |Ab |Eb7|Ab | - | |Db | - |Ab | - | |Ab | - | CHORUS 1 Ab Ab7 Db Ab Eb Eb7 Ab INTER |Fo7| - | |Eb7|Ab |Db |Eb7| |Ab | - | - | - | |Ab | - | - | - | VERSE 1 Ab Db Ab Ab Db Ab Ab Db Ab Back To Chorus VERSE 2 Ab Db Ab Ab Db Ab Ab Db Ab CHORUS 2 Ab Db Eb Ab Ab Db Eb Ab Back To Chorus,2745
